06950 7400   3.3513
06950 7600   4.3789
07050 2600   0.0443
07050 2800   0.0475
07050 3000   0.0581
07050 3200   0.0801
07050 3400   0.0956
07050 3600   0.1154
07050 3800   0.1647
07050 4000   0.2334
07050 4200   0.2899
07050 4400   0.3603
07050 4600   0.4357
07050 4800   0.4681
07050 5000   0.4804
07050 5200   0.4992
07050 5400   0.5347
07050 5600   0.5957
07050 5800   0.6815
07050 6000   0.7982
07050 6200   0.9338
07050 6400   1.1262
07050 6600   1.3548
07050 6800   1.6082
07050 7000   1.8277
07050 7200   2.2733
07050 7400   2.5585
07050 7600   3.1070
07150 2600   0.0308
07150 2800   0.0309
07150 3000   0.0378
07150 3200   0.0549
07150 3400   0.0651
07150 3600   0.0796
07150 3800   0.1190
07150 4000   0.1838
07150 4200   0.2579
07150 4400   0.3332
07150 4600   0.3904
07150 4800   0.4205
07150 5000   0.4365
07150 5200   0.4579
07150 5400   0.5000
07150 5600   0.5469
07150 5800   0.6107
07150 6000   0.6712
07150 6200   0.7397
07150 6400   0.8165
07150 6600   0.8918
07150 6800   0.9819
07150 7000   0.9974
07150 7200   1.1149
07150 7400   1.1532
07150 7600   1.2652
07250 2600   0.0388
07250 2800   0.0452
07250 3000   0.0566
07250 3200   0.0769
07250 3400   0.0969
07250 3600   0.1231
07250 3800   0.1924
07250 4000   0.2819
07250 4200   0.3320
07250 4400   0.3596
07250 4600   0.4041
07250 4800   0.4267
07250 5000   0.4477
07250 5200   0.4718
07250 5400   0.5022
07250 5600   0.5660
07250 5800   0.6393
07250 6000   0.7230
07250 6200   0.8204
07250 6400   0.9362
07250 6600   1.0618
07250 6800   1.2193
07250 7000   1.2936
07250 7200   1.5499
07250 7400   1.6762
07250 7600   1.9548
07350 2600   0.0658
07350 2800   0.0856
07350 3000   0.1123
07350 3200   0.1506
07350 3400   0.1898
07350 3600   0.2537
07350 3800   0.3314
07350 4000   0.3619
07350 4200   0.3658
07350 4400   0.3791
07350 4600   0.4384
07350 4800   0.4771
07350 5000   0.5088
07350 5200   0.5489
07350 5400   0.6097
07350 5600   0.6838
07350 5800   0.7719
07350 6000   0.8632
07350 6200   0.9708
07350 6400   1.0940
07350 6600   1.2328
07350 6800   1.3936
07350 7000   1.4798
07350 7200   1.7398
07350 7400   1.8755
07350 7600   2.1874
07450 2600   0.1742
07450 2800   0.1804
07450 3000   0.2156
07450 3200   0.2680
07450 3400   0.3199
07450 3600   0.3599
07450 3800   0.3830
07450 4000   0.3788
07450 4200   0.3676
07450 4400   0.3846
07450 4600   0.4449
07450 4800   0.4726
07450 5000   0.4788
07450 5200   0.4891
07450 5400   0.5213
07450 5600   0.5583
07450 5800   0.6001
07450 6000   0.6429
07450 6200   0.7105
07450 6400   0.7834
07450 6600   0.8511
07450 6800   0.9436
07450 7000   0.9752
07450 7200   1.0990
07450 7400   1.1633
07450 7600   1.3188
07550 2600   0.1287
07550 2800   0.1445
07550 3000   0.1982
07550 3200   0.2643
07550 3400   0.3579
07550 3600   0.4399
07550 3800   0.5345
07550 4000   0.5374
07550 4200   0.5261
07550 4400   0.5354
07550 4600   0.6068
07550 4800   0.6296
07550 5000   0.6131
07550 5200   0.6129
07550 5400   0.6448
07550 5600   0.6693
07550 5800   0.7307
07550 6000   0.7871
07550 6200   0.8710
07550 6400   0.9552
07550 6600   1.0834
07550 6800   1.2264
07550 7000   1.3015
07550 7200   1.5578
07550 7400   1.6911
07550 7600   2.0331
07650 2600   0.0519
07650 2800   0.0574
07650 3000   0.0731
07650 3200   0.1036
07650 3400   0.1402
07650 3600   0.2096
07650 3800   0.3725
07650 4000   0.5712
07650 4200   0.6311
07650 4400   0.6687
07650 4600   0.6789
07650 4800   0.6759
07650 5000   0.6650
07650 5200   0.6647
07650 5400   0.6823
07650 5600   0.7093
07650 5800   0.7539
07650 6000   0.8006
07650 6200   0.8848
07650 6400   0.9462
07650 6600   1.0549
07650 6800   1.1669
07650 7000   1.2152
07650 7200   1.4342
07650 7400   1.5475
07650 7600   1.8415
07750 2600   0.0433
07750 2800   0.0514
07750 3000   0.0683
07750 3200   0.0969
07750 3400   0.1313
07750 3600   0.1949
07750 3800   0.3467
07750 4000   0.5145
07750 4200   0.5763
07750 4400   0.5901
07750 4600   0.5853
07750 4800   0.5701
07750 5000   0.5496
07750 5200   0.5437
07750 5400   0.5640
07750 5600   0.5884
07750 5800   0.6249
07750 6000   0.6797
07750 6200   0.7362
07750 6400   0.8075
07750 6600   0.9137
07750 6800   1.0141
07750 7000   1.0425
07750 7200   1.1968
07750 7400   1.2599
07750 7600   1.4154
07850 2600   0.0529
07850 2800   0.0687
07850 3000   0.0937
07850 3200   0.1321
07850 3400   0.1819
07850 3600   0.2780
07850 3800   0.4686
07850 4000   0.6587
07850 4200   0.7393
07850 4400   0.8203
07850 4600   0.9142
07850 4800   0.9844
07850 5000   1.0032
07850 5200   1.0261
07850 5400   1.1284
07850 5600   1.2271
07850 5800   1.3488
07850 6000   1.4481
07850 6200   1.5957
07850 6400   1.6816
07850 6600   1.7876
07850 6800   1.8930
07850 7000   1.9272
07850 7200   2.0457
07850 7400   2.0646
07850 7600   2.2136
07950 2600   0.0814
07950 2800   0.1052
07950 3000   0.1430
07950 3200   0.2029
07950 3400   0.2788
07950 3600   0.4082
07950 3800   0.5694
07950 4000   0.6320
07950 4200   0.6164
07950 4400   0.5785
07950 4600   0.5626
07950 4800   0.5408
07950 5000   0.5555
07950 5200   0.6055
07950 5400   0.7063
07950 5600   0.8322
07950 5800   0.9566
07950 6000   1.0829
07950 6200   1.2059
07950 6400   1.3184
07950 6600   1.4192
07950 6800   1.5371
07950 7000   1.5174
07950 7200   1.6529
07950 7400   1.6917
07950 7600   1.9028
08050 2600   0.1437
08050 2800   0.1883
08050 3000   0.2653
08050 3200   0.3713
08050 3400   0.4939
08050 3600   0.6067
08050 3800   0.6733
08050 4000   0.6505
08050 4200   0.5814
08050 4400   0.5338
08050 4600   0.5314
08050 4800   0.5206
08050 5000   0.5314
08050 5200   0.5594
08050 5400   0.6432
08050 5600   0.7440
08050 5800   0.8678
08050 6000   0.9973
08050 6200   1.1331
08050 6400   1.2797
08050 6600   1.3876
08050 6800   1.5407
08050 7000   1.5534
08050 7200   1.7522
08050 7400   1.8647
08050 7600   2.1052
08150 2600   0.2447
08150 2800   0.3407
08150 3000   0.4690
08150 3200   0.6287
08150 3400   0.7576
08150 3600   0.8052
08150 3800   0.8369
08150 4000   0.8496
08150 4200   0.7721
08150 4400   0.6982
08150 4600   0.6535
08150 4800   0.6390
08150 5000   0.6315
08150 5200   0.7070
08150 5400   0.8669
08150 5600   1.0754
08150 5800   1.2816
08150 6000   1.3361
08150 6200   1.4686
08150 6400   1.5939
08150 6600   1.6769
08150 6800   1.8092
08150 7000   1.7749
08150 7200   1.9463
08150 7400   2.0522
08150 7600   2.2257
08250 2600   0.0891
08250 2800   0.1363
08250 3000   0.2207
08250 3200   0.3528
08250 3400   0.5332
08250 3600   0.7289
08250 3800   0.8587
08250 4000   0.8479
08250 4200   0.7440
08250 4400   0.6942
08250 4600   0.6429
08250 4800   0.5976
08250 5000   0.5767
08250 5200   0.6095
08250 5400   0.6787
08250 5600   0.7609
08250 5800   0.8377
08250 6000   0.9192
08250 6200   1.0040
08250 6400   1.1051
08250 6600   1.1935
08250 6800   1.2994
08250 7000   1.3078
08250 7200   1.4458
08250 7400   1.4691
08250 7600   1.5792
08350 2600   0.0852
08350 2800   0.1262
08350 3000   0.1956
08350 3200   0.2905
08350 3400   0.3898
08350 3600   0.4656
08350 3800   0.5045
08350 4000   0.4787
08350 4200   0.4625
08350 4400   0.4410
08350 4600   0.4421
08350 4800   0.4578
08350 5000   0.4817
08350 5200   0.5453
08350 5400   0.6458
08350 5600   0.7674
08350 5800   0.8924
08350 6000   0.9797
08350 6200   1.0555
08350 6400   1.1285
08350 6600   1.2241
08350 6800   1.2954
08350 7000   1.2764
08350 7200   1.4359
08350 7400   1.5712
08350 7600   1.7600
08450 2600   0.0661
08450 2800   0.0859
08450 3000   0.1227
08450 3200   0.1899
08450 3400   0.2752
08450 3600   0.3953
08450 3800   0.5372
08450 4000   0.5472
08450 4200   0.5230
08450 4400   0.4921
08450 4600   0.4868
08450 4800   0.5035
08450 5000   0.5207
08450 5200   0.5725
08450 5400   0.6553
08450 5600   0.7566
08450 5800   0.8988
08450 6000   1.0570
08450 6200   1.2234
08450 6400   1.4095
08450 6600   1.6241
08450 6800   1.8353
08450 7000   1.9038
08450 7200   2.2352
08450 7400   2.4491
08450 7600   2.8296
08550 2600   0.0693
08550 2800   0.0912
08550 3000   0.1324
08550 3200   0.2052
08550 3400   0.2958
08550 3600   0.4386
08550 3800   0.6155
08550 4000   0.6745
08550 4200   0.6555
08550 4400   0.6300
08550 4600   0.6359
08550 4800   0.6265
08550 5000   0.6455
08550 5200   0.6792
08550 5400   0.7245
08550 5600   0.7747
08550 5800   0.8251
08550 6000   0.8901
08550 6200   0.9642
08550 6400   1.0482
08550 6600   1.1324
08550 6800   1.2219
08550 7000   1.1416
08550 7200   1.2219
08550 7400   1.3401
08550 7600   1.3951
08650 2600   0.1275
08650 2800   0.1626
08650 3000   0.2286
08650 3200   0.3239
08650 3400   0.4366
08650 3600   0.5496
08650 3800   0.6581
08650 4000   0.6790
08650 4200   0.6414
08650 4400   0.6275
08650 4600   0.5954
08650 4800   0.6062
08650 5000   0.6146
08650 5200   0.6557
08650 5400   0.7074
08650 5600   0.7694
08650 5800   0.8239
08650 6000   0.8979
08650 6200   0.9548
08650 6400   1.0174
08650 6600   1.1301
08650 6800   1.2099
08650 7000   1.1481
08650 7200   1.2752
08650 7400   1.3834
08650 7600   1.5149
08750 2600   0.1931
08750 2800   0.2454
08750 3000   0.3384
08750 3200   0.4701
08750 3400   0.5873
08750 3600   0.7015
08750 3800   0.7685
08750 4000   0.7710
08750 4200   0.7373
08750 4400   0.6848
08750 4600   0.7275
08750 4800   0.7286
08750 5000   0.7075
08750 5200   0.7077
08750 5400   0.7580
08750 5600   0.8006
08750 5800   0.8849
08750 6000   0.9521
08750 6200   1.0323
08750 6400   1.1088
08750 6600   1.2498
08750 6800   1.3788
08750 7000   1.4695
08750 7200   1.7037
08750 7400   1.8742
08750 7600   2.2298
08850 2600   0.0987
08850 2800   0.1290
08850 3000   0.1797
08850 3200   0.2573
08850 3400   0.3608
08850 3600   0.5232
08850 3800   0.7824
08850 4000   0.9252
08850 4200   0.9430
08850 4400   0.9153
08850 4600   0.8603
08850 4800   0.8383
08850 5000   0.7911
08850 5200   0.7802
08850 5400   0.8243
08850 5600   0.8920
08850 5800   0.9875
08850 6000   1.0614
08850 6200   1.1754
08850 6400   1.2735
08850 6600   1.3758
08850 6800   1.5044
08850 7000   1.3807
08850 7200   1.5290
